date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:51:51	33/33	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:51:50%20GMT	https://open.spotify.com/intl-ar	D:/fjwbfhba/open.spotify.com/intl-ar	(from https://open.spotify.com/)
14:51:51	33/33	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:51:51%20GMT	https://open.spotify.com/intl-es	D:/fjwbfhba/open.spotify.com/intl-es	(from https://open.spotify.com/)
14:51:51	33/33	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:51:51%20GMT	https://open.spotify.com/intl-tr	D:/fjwbfhba/open.spotify.com/intl-tr	(from https://open.spotify.com/)
14:51:52	33/33	---MCZ	302	error ('Found')	text/html	date:Mon,%2009%20Dec%202024%2009:51:51%20GMT	https://open.spotify.com/intl-it	D:/fjwbfhba/open.spotify.com/intl-it	(from https://open.spotify.com/)
14:51:52	13393/13393	---M-Z	200	added ('OK')	text/css	etag:%222c898b6878a83f3d02b1aae0bdde6713%22	https://open.spotifycdn.com/cdn/build/mobile-web-player/mwp-home-page.8c5dc43f.css	D:/fjwbfhba/open.spotifycdn.com/cdn/build/mobile-web-player/mwp-home-page.8c5dc43f.css	(from https://open.spotify.com/)
14:51:52	8780/8780	---M-Z	200	added ('OK')	text/css	etag:%22413ffc6e2b09ace82acbf1f4a9b897cf%22	https://open.spotifycdn.com/cdn/build/mobile-web-player/mwp-dialog-container.1f6de406.css	D:/fjwbfhba/open.spotifycdn.com/cdn/build/mobile-web-player/mwp-dialog-container.1f6de406.css	(from https://open.spotify.com/)
14:51:52	162/162	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Dec%202024%2009:51:52%20GMT	https://open.spotify.com/android-app://com.spotify.music/	D:/fjwbfhba/open.spotify.com/android-app_/com.spotify.music/index.html	(from https://open.spotify.com/)
14:51:52	3663/3663	---M-Z	200	added ('OK')	text/css	etag:%226fcd40d65794b934feef11c1a89bab31%22	https://open.spotifycdn.com/cdn/build/mobile-web-player/mwp-context-menu-container.f8806001.css	D:/fjwbfhba/open.spotifycdn.com/cdn/build/mobile-web-player/mwp-context-menu-container.f8806001.css	(from https://open.spotify.com/)
14:51:53	4320/4320	---M-Z	200	added ('OK')	text/css	etag:%2291584f5ad1a47f08c654f58fa4b63645%22	https://open.spotifycdn.com/cdn/build/mobile-web-player/mwp-connect-view-container.049188f2.css	D:/fjwbfhba/open.spotifycdn.com/cdn/build/mobile-web-player/mwp-connect-view-container.049188f2.css	(from https://open.spotify.com/)
14:51:53	8049/8049	---M-Z	200	added ('OK')	text/css	etag:%22346d535a0b0ffa702b582b591a8bf0aa%22	https://open.spotifycdn.com/cdn/build/mobile-web-player/mwp-now-playing-view.c09013fe.css	D:/fjwbfhba/open.spotifycdn.com/cdn/build/mobile-web-player/mwp-now-playing-view.c09013fe.css	(from https://open.spotify.com/)
14:51:53	2515/2515	---M-Z	200	added ('OK')	text/css	etag:%22a6d3c1a8927a9f4fce3cdac4f3cb5d5b%22	https://open.spotifycdn.com/cdn/build/mobile-web-player/mwp-artist-page.a33424c0.css	D:/fjwbfhba/open.spotifycdn.com/cdn/build/mobile-web-player/mwp-artist-page.a33424c0.css	(from https://open.spotify.com/)
14:51:54	1375/1375	---M-Z	200	added ('OK')	text/css	etag:%22f4b621a30b050d305b1d62b76545104c%22	https://open.spotifycdn.com/cdn/build/mobile-web-player/mwp-download-page.5e861b63.css	D:/fjwbfhba/open.spotifycdn.com/cdn/build/mobile-web-player/mwp-download-page.5e861b63.css	(from https://open.spotify.com/)
14:51:54	5890/5890	---M-Z	200	added ('OK')	text/css	etag:%22d2d79d38efb809c0f2b031adf8f3b1ef%22	https://open.spotifycdn.com/cdn/build/mobile-web-player/mwp-search-results.bf4b07ab.css	D:/fjwbfhba/open.spotifycdn.com/cdn/build/mobile-web-player/mwp-search-results.bf4b07ab.css	(from https://open.spotify.com/)
14:51:54	164022/164022	---M-Z	200	added ('OK')	text/css	etag:%225d876bcdd8f5575250d486edd2fc8e75%22	https://open.spotifycdn.com/cdn/build/mobile-web-player/mobile-web-player.84a72d7e.css	D:/fjwbfhba/open.spotifycdn.com/cdn/build/mobile-web-player/mobile-web-player.84a72d7e.css	(from https://open.spotify.com/)
14:51:55	3765/3765	---M-Z	200	added ('OK')	text/javascript	etag:%2208c61465fe1a95f7db99bac6aa972b68%22	https://open.spotifycdn.com/cdn/js/gtm.ea4c34bc.js	D:/fjwbfhba/open.spotifycdn.com/cdn/js/gtm.ea4c34bc.js	(from https://open.spotify.com/)
14:51:55	196911/196911	---MC-	200	added ('OK')	application/javascript	date:Mon,%2009%20Dec%202024%2009:00:00%20GMT	https://www.googleoptimize.com/optimize.js?id=GTM-W53X654	D:/fjwbfhba/www.googleoptimize.com/optimize6eb8.js	(from https://open.spotify.com/)
14:51:56	796/796	---M-Z	200	added ('OK')	text/javascript	etag:%22fc070485a6e0b221e9081a7998046a22%22	https://open.spotifycdn.com/cdn/js/retargeting-pixels.5ab9cdc0.js	D:/fjwbfhba/open.spotifycdn.com/cdn/js/retargeting-pixels.5ab9cdc0.js	(from https://open.spotify.com/)
14:51:57	122349/122349	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:51:56%20GMT	https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ	D:/fjwbfhba/open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ.html	(from https://open.spotify.com/)
14:51:58	122110/122110	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:51:57%20GMT	https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH	D:/fjwbfhba/open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH.html	(from https://open.spotify.com/)
14:51:59	89299/89299	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:51:57%20GMT	https://open.spotify.com/artist/774od4b04zDMQMGxrJDeuB	D:/fjwbfhba/open.spotify.com/artist/774od4b04zDMQMGxrJDeuB.html	(from https://open.spotify.com/)
14:51:59	126518/126518	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:51:58%20GMT	https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms	D:/fjwbfhba/open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms.html	(from https://open.spotify.com/)
14:52:00	84208/84208	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:51:59%20GMT	https://open.spotify.com/artist/0hmUwzWBrPHpGWGrYH05c3	D:/fjwbfhba/open.spotify.com/artist/0hmUwzWBrPHpGWGrYH05c3.html	(from https://open.spotify.com/)
14:52:01	98269/98269	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:51:59%20GMT	https://open.spotify.com/artist/2ISiyx4DLCMAMBCvPesCoq	D:/fjwbfhba/open.spotify.com/artist/2ISiyx4DLCMAMBCvPesCoq.html	(from https://open.spotify.com/)
14:52:01	107578/107578	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:00%20GMT	https://open.spotify.com/artist/7as5DY4Rz9jac9tgoTrj9H	D:/fjwbfhba/open.spotify.com/artist/7as5DY4Rz9jac9tgoTrj9H.html	(from https://open.spotify.com/)
14:52:02	110295/110295	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:01%20GMT	https://open.spotify.com/artist/6OTMjaRQ9kxdwoPRYTmyOM	D:/fjwbfhba/open.spotify.com/artist/6OTMjaRQ9kxdwoPRYTmyOM.html	(from https://open.spotify.com/)
14:52:05	94505/94505	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:02%20GMT	https://open.spotify.com/artist/5VKufGMVAZ6fs111xYNKnU	D:/fjwbfhba/open.spotify.com/artist/5VKufGMVAZ6fs111xYNKnU.html	(from https://open.spotify.com/)
14:52:06	97936/97936	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:05%20GMT	https://open.spotify.com/artist/3eVa5w3URK5duf6eyVDbu9	D:/fjwbfhba/open.spotify.com/artist/3eVa5w3URK5duf6eyVDbu9.html	(from https://open.spotify.com/)
14:52:06	119754/119754	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:05%20GMT	https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa	D:/fjwbfhba/open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa.html	(from https://open.spotify.com/)
14:52:07	116169/116169	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:06%20GMT	https://open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh	D:/fjwbfhba/open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh.html	(from https://open.spotify.com/)
14:52:08	90531/90531	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:06%20GMT	https://open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2	D:/fjwbfhba/open.spotify.com/artist/1kmpkcYbuaZ8tnFejLzkj2.html	(from https://open.spotify.com/)
14:52:08	94889/94889	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:07%20GMT	https://open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4	D:/fjwbfhba/open.spotify.com/artist/6L5bLEtpxwd0KOdOr3gtW4.html	(from https://open.spotify.com/)
14:52:09	150472/150472	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:02%20GMT	https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR	D:/fjwbfhba/open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR.html	(from https://open.spotify.com/)
14:52:10	93546/93546	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:08%20GMT	https://open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd	D:/fjwbfhba/open.spotify.com/artist/5mpGJkS7oU3kb0XzS3d6Fd.html	(from https://open.spotify.com/)
14:52:11	108104/108104	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:09%20GMT	https://open.spotify.com/artist/4TjXA854eWs8P5EBgCbQmv	D:/fjwbfhba/open.spotify.com/artist/4TjXA854eWs8P5EBgCbQmv.html	(from https://open.spotify.com/)
14:52:11	124937/124937	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:10%20GMT	https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH	D:/fjwbfhba/open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH.html	(from https://open.spotify.com/)
14:52:13	86945/86945	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:12%20GMT	https://open.spotify.com/artist/0Kwx9LPnkelacgHzRI8vxl	D:/fjwbfhba/open.spotify.com/artist/0Kwx9LPnkelacgHzRI8vxl.html	(from https://open.spotify.com/)
14:52:14	106361/106361	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:12%20GMT	https://open.spotify.com/artist/2KoLmBXwsgMkfAvoPBlPmb	D:/fjwbfhba/open.spotify.com/artist/2KoLmBXwsgMkfAvoPBlPmb.html	(from https://open.spotify.com/)
14:52:14	108211/108211	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:13%20GMT	https://open.spotify.com/album/21unhV92BXyj48AXZka4ks	D:/fjwbfhba/open.spotify.com/album/21unhV92BXyj48AXZka4ks.html	(from https://open.spotify.com/)
14:52:15	77592/77592	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:14%20GMT	https://open.spotify.com/album/7aJuG4TFXa2hmE4z1yxc3n	D:/fjwbfhba/open.spotify.com/album/7aJuG4TFXa2hmE4z1yxc3n.html	(from https://open.spotify.com/)
14:52:16	80826/80826	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:14%20GMT	https://open.spotify.com/album/6jRMjEekDhl8IO7k5boeF1	D:/fjwbfhba/open.spotify.com/album/6jRMjEekDhl8IO7k5boeF1.html	(from https://open.spotify.com/)
14:52:17	85756/85756	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:15%20GMT	https://open.spotify.com/album/0hvT3yIEysuuvkK73vgdcW	D:/fjwbfhba/open.spotify.com/album/0hvT3yIEysuuvkK73vgdcW.html	(from https://open.spotify.com/)
14:52:17	75187/75187	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:16%20GMT	https://open.spotify.com/album/6xuT7rum2qqggIhmzyrvFU	D:/fjwbfhba/open.spotify.com/album/6xuT7rum2qqggIhmzyrvFU.html	(from https://open.spotify.com/)
14:52:18	83202/83202	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:17%20GMT	https://open.spotify.com/album/78bpIziExqiI9qztvNFlQu	D:/fjwbfhba/open.spotify.com/album/78bpIziExqiI9qztvNFlQu.html	(from https://open.spotify.com/)
14:52:19	111584/111584	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:17%20GMT	https://open.spotify.com/album/5VoeRuTrGhTbKelUfwymwu	D:/fjwbfhba/open.spotify.com/album/5VoeRuTrGhTbKelUfwymwu.html	(from https://open.spotify.com/)
14:52:20	75458/75458	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:18%20GMT	https://open.spotify.com/album/0NcthPhd70vrFBXmZw4U7Q	D:/fjwbfhba/open.spotify.com/album/0NcthPhd70vrFBXmZw4U7Q.html	(from https://open.spotify.com/)
14:52:20	53125/53125	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:19%20GMT	https://open.spotify.com/album/10FLjwfpbxLmW8c25Xyc2N	D:/fjwbfhba/open.spotify.com/album/10FLjwfpbxLmW8c25Xyc2N.html	(from https://open.spotify.com/)
14:52:21	54131/54131	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:19%20GMT	https://open.spotify.com/album/2IYQwwgxgOIn7t3iF6ufFD	D:/fjwbfhba/open.spotify.com/album/2IYQwwgxgOIn7t3iF6ufFD.html	(from https://open.spotify.com/)
14:52:21	91219/91219	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:20%20GMT	https://open.spotify.com/album/1XWnfJfC78XdXsZQK043YN	D:/fjwbfhba/open.spotify.com/album/1XWnfJfC78XdXsZQK043YN.html	(from https://open.spotify.com/)
14:52:22	89808/89808	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:21%20GMT	https://open.spotify.com/album/4PmKko0sUQl7I1cyeBD5Zg	D:/fjwbfhba/open.spotify.com/album/4PmKko0sUQl7I1cyeBD5Zg.html	(from https://open.spotify.com/)
14:52:22	95792/95792	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:21%20GMT	https://open.spotify.com/album/4Tmr1Q9NKJ6EIhgP2beV8k	D:/fjwbfhba/open.spotify.com/album/4Tmr1Q9NKJ6EIhgP2beV8k.html	(from https://open.spotify.com/)
14:52:23	106869/106869	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:22%20GMT	https://open.spotify.com/album/18NOKLkZETa4sWwLMIm0UZ	D:/fjwbfhba/open.spotify.com/album/18NOKLkZETa4sWwLMIm0UZ.html	(from https://open.spotify.com/)
14:52:24	88685/88685	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:22%20GMT	https://open.spotify.com/album/4yP0hdKOZPNshxUOjY0cZj	D:/fjwbfhba/open.spotify.com/album/4yP0hdKOZPNshxUOjY0cZj.html	(from https://open.spotify.com/)
14:52:24	98360/98360	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:23%20GMT	https://open.spotify.com/album/7txGsnDSqVMoRl6RQ9XyZP	D:/fjwbfhba/open.spotify.com/album/7txGsnDSqVMoRl6RQ9XyZP.html	(from https://open.spotify.com/)
14:52:25	80518/80518	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:24%20GMT	https://open.spotify.com/album/5VdyJkLe3yvOs0l4xXbWp0	D:/fjwbfhba/open.spotify.com/album/5VdyJkLe3yvOs0l4xXbWp0.html	(from https://open.spotify.com/)
14:52:25	92463/92463	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:24%20GMT	https://open.spotify.com/album/18RIrAViZZxc920uvNvKqC	D:/fjwbfhba/open.spotify.com/album/18RIrAViZZxc920uvNvKqC.html	(from https://open.spotify.com/)
14:52:26	108693/108693	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:25%20GMT	https://open.spotify.com/album/0ODLCdHBFVvKwJGeSfd1jy	D:/fjwbfhba/open.spotify.com/album/0ODLCdHBFVvKwJGeSfd1jy.html	(from https://open.spotify.com/)
14:52:27	77625/77625	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:25%20GMT	https://open.spotify.com/album/1ot0PYWjmQS8ZKkOTdFBXn	D:/fjwbfhba/open.spotify.com/album/1ot0PYWjmQS8ZKkOTdFBXn.html	(from https://open.spotify.com/)
14:52:28	319519/319519	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:27%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4AmmxC1T52p9	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4AmmxC1T52p9.html	(from https://open.spotify.com/)
14:52:29	320892/320892	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:27%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4tr5zBgyxaji	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4tr5zBgyxaji.html	(from https://open.spotify.com/)
14:52:30	321074/321074	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:28%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4BYcEtQKq4BE	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4BYcEtQKq4BE.html	(from https://open.spotify.com/)
14:52:31	320653/320653	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:29%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4z5wpRxOGHuo	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4z5wpRxOGHuo.html	(from https://open.spotify.com/)
14:52:32	322233/322233	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:30%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4rQ23IE3M3Y7	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4rQ23IE3M3Y7.html	(from https://open.spotify.com/)
14:52:33	320954/320954	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:31%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4rcgLMkdqiv5	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4rcgLMkdqiv5.html	(from https://open.spotify.com/)
14:52:34	321326/321326	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:32%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4xydqKYFkix9	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4xydqKYFkix9.html	(from https://open.spotify.com/)
14:52:35	321897/321897	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:34%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4EQLWZUoYYHH	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4EQLWZUoYYHH.html	(from https://open.spotify.com/)
14:52:36	320481/320481	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:35%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4zJZZfTtDGV0	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4zJZZfTtDGV0.html	(from https://open.spotify.com/)
14:52:37	316860/316860	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:36%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4DTZUur7HqeC	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4DTZUur7HqeC.html	(from https://open.spotify.com/)
14:52:40	322834/322834	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:38%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4jSp603dHcq5	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4jSp603dHcq5.html	(from https://open.spotify.com/)
14:52:40	320048/320048	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:39%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4vyG9xypVBLV	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4vyG9xypVBLV.html	(from https://open.spotify.com/)
14:52:42	320365/320365	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:40%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4zBxB0PLa1E1	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4zBxB0PLa1E1.html	(from https://open.spotify.com/)
14:52:43	319770/319770	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:41%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4zrxqH0FzhdE	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4zrxqH0FzhdE.html	(from https://open.spotify.com/)
14:52:44	321007/321007	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:42%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4wJFHQdmkhQq	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4wJFHQdmkhQq.html	(from https://open.spotify.com/)
14:52:44	320067/320067	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:43%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4wWgGwiOAlul	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4wWgGwiOAlul.html	(from https://open.spotify.com/)
14:52:45	319813/319813	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:44%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4mbooHp1Dd7t	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4mbooHp1Dd7t.html	(from https://open.spotify.com/)
14:52:46	322566/322566	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:45%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4uusqH9JO2Hd	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4uusqH9JO2Hd.html	(from https://open.spotify.com/)
14:52:47	316688/316688	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:46%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4trDOG4OIIlg	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4trDOG4OIIlg.html	(from https://open.spotify.com/)
14:52:48	320369/320369	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:47%20GMT	https://open.spotify.com/playlist/37i9dQZF1E4FBzAkNpMz9f	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZF1E4FBzAkNpMz9f.html	(from https://open.spotify.com/)
14:52:49	46325/46325	---M--	200	added ('OK')	image/jpeg	etag:%224dbc5ca132fd52dfcf8c3f877819d9be%22	https://charts-images.scdn.co/assets/locale_en/regional/weekly/region_global_default.jpg	D:/fjwbfhba/charts-images.scdn.co/assets/locale_en/regional/weekly/region_global_default.jpg	(from https://open.spotify.com/)
14:52:49	47327/47327	---M--	200	added ('OK')	image/jpeg	etag:%22ece4730ae9dd8bdf2d1f16a617261017%22	https://charts-images.scdn.co/assets/locale_en/regional/weekly/region_us_default.jpg	D:/fjwbfhba/charts-images.scdn.co/assets/locale_en/regional/weekly/region_us_default.jpg	(from https://open.spotify.com/)
14:52:50	319833/319833	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2009:52:49%20GMT	https://open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF	D:/fjwbfhba/open.spotify.com/playlist/37i9dQZEVXbNG2KDcFcKOF.html	(from https://open.spotify.com/)
14:52:50	20878/20878	---M--	200	added ('OK')	image/jpeg	etag:%22a2cdf3c67b78b9a8d7eba19fc72253b5%22	https://charts-images.scdn.co/assets/locale_en/regional/daily/region_global_default.jpg	D:/fjwbfhba/charts-images.scdn.co/assets/locale_en/regional/daily/region_global_default.jpg	(from https://open.spotify.com/)
